1	164732.00	164726.00	0.00	2.84
2	147827.00	147821.00	0.00	1.75
3	175701.00	175701.00	0.00	0.44
4	151894.00	151882.00	0.01	0.42
5	141550.00	141550.00	0.00	0.21
6	169960.00	169948.00	0.01	0.16
7	154322.00	154322.00	0.00	2.36
8	145854.00	145848.00	0.00	0.72
9	151922.00	151922.00	0.00	0.10
10	158278.00	158278.00	0.00	0.15
