1	92102.00	86567.00	5535.00	5473.00	62.00	0.00
2	96603.00	91187.00	5416.00	5240.00	176.00	0.00
3	100949.00	95806.00	5143.00	4131.00	1012.00	0.00
4	112580.00	106036.00	6544.00	6216.00	328.00	0.00
5	101581.00	95816.00	5765.00	5559.00	206.00	0.00
6	98191.00	93745.00	4446.00	4074.00	372.00	0.00
7	103642.00	96218.00	7424.00	7424.00	0.00	0.00
8	107409.00	100998.00	6411.00	5579.00	832.00	0.00
9	94130.00	89043.00	5087.00	4279.00	808.00	0.00
10	94811.00	90652.00	4159.00	2659.00	1500.00	0.00
